Role,Job Title,Company,Location,Experience,Salary,Skills,Posted Date
Data Scientist,Data Scientist,Mobile Programming,Bengaluru,4-9 Yrs,N/A,"Tensorflow, NLP, LLM, Machine Learning, Python, Pytorch, Machine, Data",1 week ago
Data Scientist,Data Scientist,Hero Fincorp,Gurugram,5-8 Yrs,N/A,"Python, Data Science, R, SAS, Science, Data",1 week ago
Data Scientist,Data Scientist,Jones Lang LaSalle Property Consultants (India) Pv t. Ltd.,Kochi,3-6 Yrs,N/A,"SQL, time series analysis, python, data management, natural language processing, machine learning, data bricks, data cleansing",2 weeks ago
Data Scientist,Data Scientist,Jones Lang LaSalle Property Consultants (India) Pv t. Ltd.,Gurugram,3-6 Yrs,N/A,"SQL, time series analysis, python, data management, natural language processing, machine learning, data bricks, data cleansing",2 weeks ago
Data Scientist,Data Scientist,Version 1,Bengaluru,3-6 Yrs,N/A,"python, sql, data science, spark, statistics, transformers, natural language processing, scikit-learn",1 week ago
Data Scientist,Data Scientist(Mlops+python),Rarr Technologies,Bengaluru,3-6 Yrs,N/A,"orchestration, devops, Machine learning, Cloud, Programming, microsoft azure, SQL Azure, Operations",2 weeks ago
Data Scientist,Data Scientist,Mobile Programming,Bengaluru,3-8 Yrs,N/A,"GEN AI, Large Language Models, Python, Langchain, RAGFlow, Dify, Langflow, Machine Learning",1 week ago
Data Scientist,Data Scientist,Mobile Programming,Bengaluru,9-14 Yrs,N/A,"Artificial Intelligence, Natural Language Processing, Machine Learning, Gen AI, Tensorflow, Power Bi, Tableau, Scikit-Learn",1 week ago
Data Scientist,Data Scientist,NetApp,Bengaluru,5-8 Yrs,N/A,"algorithms, python, data analysis, modeling, predictive, jupyter notebook, problem solving, machine learning",1 week ago
Data Scientist,Data Scientist,Credit Saison,Bengaluru,2-5 Yrs,N/A,"Computer science, Loans, Manager Quality Assurance, Underwriting, Data collection, Data mining, Business solutions, Forecasting",1 week ago
Data Scientist,Data Scientist,Celebal Technologies,"Pune, Jaipur, Bengaluru",3-8 Yrs,N/A,"Gen AI, Classical Ml, Machine Learning, Deep Learning, Python, Data Science, Classical, Gen",2 weeks ago
Data Scientist,Data Scientist,Tredence,"Hybrid - Pune, Chennai, Bengaluru",3-8 Yrs,N/A,"Data Science, Machine Learning, Python, Generative Ai, Artificial Intelligence, Natural Language Processing, Statistical Modeling, Ml Algorithms",1 week ago
Data Scientist,Data Scientist,Trigent,Pune,4-7 Yrs,N/A,"Data Science, Machine Learning, Deep Learning, Python, Xgboost, Artificial Intelligence, Neural Networks, Random Forest",1 week ago
Data Scientist,Data Scientist,Apptad Inc,Bengaluru,5-8 Yrs,N/A,"Data validation, Manager Quality Assurance, Data structures, data integrity, SDK, Business intelligence, Data mining, Analytics",2 weeks ago
Data Scientist,Lead Data Scientist / Machine Learning Engineer_ Exp: 6+ years,Atyeti,Hybrid - Pune(Kharadi),6-11 Yrs,N/A,"Statistical Analyses, LLM, Machine Learning, Python, SQL, Machine, Data, Statistics",1 week ago
Business Analyst,Associate_ Business Analyst _IN_IT_ Services CO_IFS,PwC Service Delivery Center,Bengaluru,3-8 Yrs,N/A,"IT services, Business analysis, Business analytics, Disaster recovery, Agile, Continuous improvement, Virtualization, User acceptance testing",1 week ago
Business Analyst,"Business Analyst, Sub Same Day DEX",Amazon,Bengaluru,1-6 Yrs,N/A,"Automation, Data analysis, Business analysis, Operations planning, data manipulation, Analytical, SQL, Python",1 day ago
Business Analyst,Lenskart : Business Analyst - Gurgaon,Lenskart,Gurugram,2-5 Yrs,N/A,"Business analyst, Power Bi, Business Analytics, Advanced Excel, Tableau, SQL, Python, Bi",1 day ago
Business Analyst,Business Analyst,Accenture,Mumbai,3-8 Yrs,N/A,"project management, business analysis, user stories, stakeholder management, agile, documentation, us healthcare, business solutions",2 days ago
Business Analyst,Business Analyst- Analyst,PIERIAN,Bengaluru,N/A,Unpaid,,Starts in 1-3 months
Business Analyst,Business Analyst,Define Labs,Pune,0-2 Yrs,2-5 Lacs PA,"Business Analytics, Wireframing, Brd, FRD, RFP, Trello, Requirement Gathering, User Stories",6 days ago
Business Analyst,Business Analyst - L4,Wipro,Bengaluru,5-8 Yrs,N/A,"project management, business analysis, servicenow, rfi, rfp, charts, client engagement, test cases",1 day ago
Business Analyst,Business Analyst - L3,Wipro,Bengaluru,3-5 Yrs,N/A,"change request, project management, business analysis, rfi, rfp, charts, test cases, market research",1 day ago
Business Analyst,Business Analyst,Accenture,Bengaluru,3-8 Yrs,N/A,"project management, business solutions, business analysis, epic, process mapping, data analytics, data analysis, gap analysis",1 day ago
Business Analyst,Business Analyst,Tibil Solutions,Bengaluru,2-3 Yrs,6-7 Lacs PA,"Business Analytics, Power Bi, SQL, Business Analysis, Python, Brd, Srs, Bi",6 days ago
Business Analyst,Business Analyst,Think42 Labs,Chennai,0-8 Yrs,N/A,"project management, data analysis, data analytics, gap analysis, business analysis, uat, business analytics, user stories",1 week ago
Business Analyst,Business Analyst - L5,Wipro,Bengaluru,8-10 Yrs,N/A,"project management, root cause analysis, integration testing, process mining, rfp, charts, client engagement, test cases",1 day ago
Business Analyst,Business Analyst,Accenture,Bengaluru,1-4 Yrs,N/A,"project management, payments, business solutions, business analysis, business architecture, gap analysis, documentation, togaf",1 week ago
Business Analyst,Business Analyst,Accenture,Bengaluru,1-4 Yrs,N/A,"python, documentation, presentation skills, sql, business requirement analysis, sql queries, bi, pyspark",2 weeks ago
Business Analyst,Business Analyst,PIERIAN,Bengaluru,N/A,Unpaid,,Starts in 1-3 months
Business Analyst,Business Analyst,Accenture,Bengaluru,1-4 Yrs,N/A,"business process modeling, project management, business solutions, business analysis, guidewire, gap analysis, documentation, business analytics",2 weeks ago
Business Analyst,Business Analyst,Accenture,Bengaluru,1-4 Yrs,N/A,"project management, business analysis, guidewire, stakeholder management, project delivery, gap analysis, documentation, business solutions",2 weeks ago
Business Analyst,Business Analyst,Infocus Technologies,Bengaluru,9-13 Yrs,10-20 Lacs PA,"Compliance, Business Requirement Analysis, Business Analytics, Requirement Gathering, Compliance Management, Governance, Requirement Analysis, Governance Risk And Compliance",5 days ago
Business Analyst,Business Analyst,Accenture,Bengaluru,1-4 Yrs,N/A,"project management, business solutions, business analysis, guidewire, data integration, data analysis, data analytics, gap analysis",2 weeks ago
Business Analyst,Business Analyst,Accenture,Bengaluru,15-20 Yrs,N/A,"sap, sap transportation management, business solutions, business analysis, sap tm, project management, order management, gap analysis",1 day ago
Business Analyst,"Business Analyst, Amazon Pay",Amazon,Bengaluru,1-6 Yrs,N/A,"Computer science, Data analysis, SAS, Business analysis, Customer service, SPSS, Data mining, SQL",1 day ago
Business Analyst,Business Analyst,Spinny,Gurugram,1-4 Yrs,N/A,"Excel, Business Analytics, SQL, Python, Analytics, Business analysis",6 days ago
Business Analyst,Business Analyst,Metro Infrasys,Noida,0-4 Yrs,5-10 Lacs PA,"Analytics Tool, Competitor Analysis, Metrics, Power Bi, Metrics Analysis, Business Analytics, Data Visualization, Dashboards",1 week ago
Business Analyst,Business Analyst - L3,Wipro,Bengaluru,3-5 Yrs,N/A,"rpa, project management, software testing, business analysis, root cause analysis, client engagement, documentation, test cases",1 day ago
Business Analyst,FPDS - Business Analyst Tax,ABB,Bengaluru,7-12 Yrs,N/A,"system design, sap s hana, central finance, data flow, finance, erp, sap, data analytics",1 day ago
Business Analyst,Business Analyst,Accenture,Hyderabad,1-4 Yrs,N/A,"project management, data analysis, business analysis, business requirement analysis, process mapping, gap analysis, business solutions, business analytics",1 week ago
Business Analyst,Business Analyst,Accenture,Hyderabad,1-4 Yrs,N/A,"project management, data analysis, business analysis, business requirement analysis, process mapping, gap analysis, business solutions, business analytics",1 week ago
Business Analyst,Business Analyst,Accenture,Hyderabad,15-20 Yrs,N/A,"project management, business solutions, business analysis, process mapping, brd, data analysis, data analytics, gap analysis",1 week ago
Business Analyst,Business Analyst,Bajaj Finance,Bengaluru,2-5 Yrs,9-14 Lacs PA,"PMO, PMO Management, Pmo Project, Management, Business analysis, Project",1 day ago
Business Analyst,FPDS - Business Analyst P2P,ABB,Bengaluru,5-10 Yrs,N/A,"system design, sap s hana, central finance, data flow, finance, erp, sap, data analytics",1 day ago
Business Analyst,Business Analyst,Balajee Education,Kolkata,3-8 Yrs,N/A,"Business Analysis, Business Requirement Analysis, Business Analytics, Analysis, Analytics, Requirement analysis, Requirements",5 days ago
Business Analyst,Business Analyst,Accenture,Hyderabad,1-4 Yrs,N/A,"project management, data analysis, business analysis, business requirement analysis, process mapping, documentation, business solutions, business analytics",1 week ago
Business Analyst,Business Analyst,Accenture,Navi Mumbai,15-20 Yrs,N/A,"project management, project implementation, business analysis, business requirement analysis, process mapping, documentation, business solutions, business analytics",2 weeks ago
Business Analyst,BUSINESS ANALYST,True Value Infosoft,"Gurugram, Jaipur",0-2 Yrs,N/A,"Change management, Backend, Usage, Prototype, Business Analyst, UPS, Management, SDLC",1 day ago
Business Analyst,Business Analyst - L5,Wipro,Bengaluru,8-10 Yrs,N/A,"SAP Financial Accounting, Business Analyst, RFI, data modelling, RFP, root cause analysis, proposal documentation, Delivery Management",1 day ago
Business Analyst,Business Analyst,Accenture,Hyderabad,3-8 Yrs,N/A,"business process modeling, project management, business solutions, business analysis, guidewire, gap analysis, documentation, business analytics",1 week ago
Business Analyst,PLM Business Analyst,HCLTech,"Hybrid - Hyderabad, Pune, Bengaluru",10-17 Yrs,N/A,"PLM, Teamcenter, Plm Teamcenter, Business analysis",1 day ago
Business Analyst,Business Analyst,Accenture,Bengaluru,5-10 Yrs,N/A,"business process modeling, business analysis, business process analysis, guidewire, requirement analysis, project management, documentation, system design",1 day ago
Business Analyst,Business Analyst,Accenture,Mumbai,1-4 Yrs,N/A,"project management, business analysis, sql, process mapping, duck creek, gap analysis, documentation, business solutions",1 week ago
Business Analyst,Business Analyst,Thermo Fisher Scientific India,Bengaluru,10-15 Yrs,N/A,"Supply chain, Computer science, Automation, Supply chain management, Production support, SAP MM, Consulting, System integration",1 day ago
Business Analyst,Business Analyst Investments,Deutsche Bank,Mumbai,1-5 Yrs,N/A,"resource management, business analysis, spectrum, pms, portfolio management services, tds, erp, confluence",1 day ago
Business Analyst,Business Analyst,Pepsico,Hybrid - Hyderabad,5-8 Yrs,N/A,"nielsen, RMS, fmcg, kantar, Growth navigator, panel data, circana, household data",1 day ago
Business Analyst,Business Analyst,AMERICAN EXPRESS,Gurugram,7-8 Yrs,N/A,"Computer science, Career development, Automation, Process improvement, Wellness, Operations, Analytics, SQL",1 day ago
Business Analyst,Business Analyst - L3,Wipro,Hyderabad,3-5 Yrs,N/A,"project management, software testing, business analysis, change request, root cause analysis, 88140, client engagement, documentation",1 day ago
Business Analyst,Business Analyst - L4,Wipro,Chennai,5-8 Yrs,N/A,"project management, business analysis, root cause analysis, integration testing, rfp, process flow diagram, charts, client engagement",1 day ago
Business Analyst,Business Analyst - L4,Wipro,Hyderabad,5-8 Yrs,N/A,"change request, project management, business analysis, rfi, rfp, charts, test cases, market research",1 day ago
Business Analyst,Business Analyst - L4,Wipro,Mumbai,5-8 Yrs,N/A,"project management, software testing, business analysis, change request, root cause analysis, client engagement, documentation, test cases",1 day ago
Business Analyst,Business Analyst - L3,Wipro,Hyderabad,3-5 Yrs,N/A,"project management, business analysis, change request, rfi, rfp, charts, client engagement, gap analysis",1 day ago
Business Analyst,Business Analyst - L4,Wipro,Kochi,5-8 Yrs,N/A,"change request, project management, business analysis, rfi, rfp, charts, test cases, market research",1 day ago
Business Analyst,ALMTIT - Business Analyst,BNP Paribas,Mumbai,5-10 Yrs,N/A,"Business Analysis, Forex, Trade Life Cycle, Treasury, Trade Processing, SQL, Analysis, Life cycle",2 days ago
Business Analyst,Business Analyst - Referential,BNP Paribas,Chennai,5-10 Yrs,N/A,"JIRA, database management, business process modeling, data analysis, data reporting, SQL, Business process, Analysis",2 days ago
Business Analyst,Business Analyst - L3,Wipro,Kolkata,3-5 Yrs,N/A,"change request, project management, business analysis, rfi, rfp, charts, test cases, market research",1 day ago
Business Analyst,Business Analyst - L3,Wipro,Chennai,3-5 Yrs,N/A,"project management, microsoft dynamics, business analysis, rfp, finance, charts, client engagement, test cases",1 day ago
Business Analyst,Business Analyst,Accenture,Hyderabad,3-8 Yrs,N/A,"project operations, ms dynamics crm, microsoft dynamics, sales, crm, us healthcare, business solutions, business analysis",1 day ago
Business Analyst,Business Analyst,Accenture,Mumbai,7-12 Yrs,N/A,"gap analysis, business analysis, business requirement analysis, business process improvement, process modeling, project management, user stories, technical hiring",1 day ago
Business Analyst,Business Analyst - L5,Wipro,Pune,8-10 Yrs,N/A,"change request, project management, business analysis, rfi, rfp, charts, test cases, market research",1 day ago
Business Analyst,Business Analyst,PRL Developers,Mumbai,8-13 Yrs,20-30 Lacs PA,"SAP Project Management, SAP ECC, SAP FICO, Sap Business Planning And Consolidation, Project Management, Business Analytics, Sap Hana, SAP Implementation",2 days ago
Business Analyst,Business Analyst,Accenture,Mumbai,5-10 Yrs,N/A,"credit risk, iq, regulatory reporting, accounting, financial products, project management, data analysis, lending",2 days ago
Business Analyst,Business Analyst,IGT Solutions,Remote,5-9 Yrs,N/A,"Manual Testing, Airline Reservations, UAT, Test Scenarios, Test Cases, Airlines, Reservation, Software testing",1 day ago
Business Analyst,Urgent Hiring || Business Analyst - Pricing || Gurgaon,Cars24,Gurugram,2-4 Yrs,4-7 Lacs PA,"Pricing Analysis, Dashboards, Pricing Strategy, Demand Analysis, SQL, Forecasting, Trend Analysis, Competitive Analysis",Just now
Business Analyst,Business Analyst,Omaza Innovations Llp,Bengaluru,1-2 Yrs,10-15 Lacs PA,"Business Analyst, MS Visio, JIRA, Business Analysis, Requirement Analysis, reports, Business Analytics, Use Cases",1 week ago
Business Analyst,Business Analyst,JBM Group,Gurugram,2-7 Yrs,N/A,"Project Management, Data Analysis, Reporting, Market Research, Stakeholder Management, Data, Research, Analysis",2 days ago
Business Analyst,Career opportunity For Business Analyst @ Banaglore,Tekskills india,Bengaluru,6-11 Yrs,N/A,"Requirements, Capital Market, Business Analytics, Requirement Gathering, Gathering, BA, Business Analysis, Onboarding",1 week ago
Business Analyst,Business Analyst,BNP Paribas,Chennai,3-8 Yrs,N/A,"settlements, collateral management, capital market, sql, agile, retail banking, project management, bdd",2 days ago
Business Analyst,Business Analyst,Nutanix,Bengaluru,3-7 Yrs,N/A,"dashboard development, sql server, sql, tableau, postgresql, data analytics, order management, odbc",1 day ago
Business Analyst,Business Analyst,Betsol,Bengaluru,3-7 Yrs,N/A,"QA, Change management, Business Analyst, Agile, IT projects, UAT, Visio, Technology solutions",1 day ago
Business Analyst,Business Analyst - Projects (Construction),Apollo Hospitals,Chennai(Greams Road),8-13 Yrs,N/A,"Business Intelligence, Data Analysis, Data Visualization, Dashboards, Business Analysis, Data Intelligence, Business Analytics, Roi Analysis",1 week ago
Business Analyst,Business Analyst,Inspirisys,Chennai,2-4 Yrs,N/A,"Gap Analysis, Reports And Dashboards, Requirement Gathering, Business Analysis, Analysis, Gap, Reporting, Dashboards",1 day ago
Business Analyst,Business Analyst,Fulfillment Iq,"Hybrid - Bengaluru, Hybrid",5-6 Yrs,N/A,"Order management, Supply chain, Health insurance, Supply chain management, Agile, Market research, Business solutions, Stakeholder management",1 day ago
Business Analyst,Techno-Business Analyst,Coforge,"Noida, Hyderabad, Pune",7-12 Yrs,N/A,"Business Analysis, SQL Queries, AWS, SQL, Analysis, Query",1 day ago
Business Analyst,Business Analyst,BNP Paribas,Chennai,12-17 Yrs,N/A,"Business Analysis, BaNCS, PL/SQL, Oracle SQL, J2EE applications, regression testing tools, Xceptor, Agile methodology",2 days ago
